,end,start,text,season,episode,norm_text
397,1018.783,1016.615,Oh! My highball glasses.,26,20,oh my highball glasses
398,1020.818,1018.785,"GRAMPA:
<i>I headed back to tell the base</i>",26,20,grampa ii headed back to tell the basei
399,1024.022,1020.82,"<i>there wasn't one damn thing</i>
<i>wrong with that plane.</i>",26,20,ithere wasnt one damn thingi iwrong with that planei
400,1028.126,1025.958,"This is gonna take
some fancy flyin'.",26,20,this is gonna take some fancy flyin
401,1029.861,1028.128,(grunting),26,20,grunting
402,1039.137,1037.302,"<i>I hitched a ride</i>
<i>back to the base</i>",26,20,ii hitched a ridei iback to the basei
403,1042.206,1039.139,"<i>with a young feller</i>
<i>who was hoping to be a writer.</i>",26,20,iwith a young felleri iwho was hoping to be a writeri
404,1046.01,1044.309,"Thanks for the ride,
Jack Kerouac.",26,20,thanks for the ride jack kerouac
405,1048.179,1046.012,"Could you please mail
this polished final draft",26,20,could you please mail this polished final draft
406,1049.981,1048.181,"of my novel to
my publisher?",26,20,of my novel to my publisher
407,1052.984,1049.983,"And here's my rambling,
repetitive first draft.",26,20,and heres my rambling repetitive first draft
408,1054.352,1052.986,"Promise me you'll destroy it,",26,20,promise me youll destroy it
409,1057.422,1054.354,"so no one will ever read
this total gibberish.",26,20,so no one will ever read this total gibberish
410,1064.162,1060.826,"GRAMPA: <i>(laughs) Boy, was he mad</i>
<i>when he read that book.</i>",26,20,grampa ilaughs boy was he madi iwhen he read that booki
411,1066.164,1064.164,<i>Started drinking like a fish.</i>,26,20,istarted drinking like a fishi
412,1069.067,1066.166,<i>I was about to reel one in.</i>,26,20,ii was about to reel one ini
413,1073.704,1071.203,"So, you want to marry
a glamorous flyboy?",26,20,so you want to marry a glamorous flyboy
414,1076.541,1073.706,"Or the dummy
who tried to save him?",26,20,or the dummy who tried to save him
415,1078.843,1076.543,"I'm a sucker for
reckless nitwits.",26,20,im a sucker for reckless nitwits
416,1080.845,1078.845,"Aw, Mona.",26,20,aw mona
417,1082.18,1080.847,Shut up and kiss me.,26,20,shut up and kiss me
418,1084.515,1082.182,"Seriously, I'm already
tired of your voice.",26,20,seriously im already tired of your voice
419,1085.516,1084.517,Mona?,26,20,mona
420,1087.518,1085.518,Sunny is Mona Simpson?,26,20,sunny is mona simpson
421,1088.853,1087.52,Homer's mother?,26,20,homers mother
422,1090.688,1088.855,"Gee, she wasn't too sunny
when I knew her.",26,20,gee she wasnt too sunny when i knew her
423,1093.191,1090.69,"Although she really cheered up
after she left you forever.",26,20,although she really cheered up after she left you forever
424,1094.859,1093.193,That's the point!,26,20,thats the point
425,1097.895,1094.861,"If you make a grand gesture,
you can get any girl you want,",26,20,if you make a grand gesture you can get any girl you want
426,1100.198,1097.897,"even if she's
completely wrong for you.",26,20,even if shes completely wrong for you
427,1102.4,1100.2,"But it won't last
if you're pretending",26,20,but it wont last if youre pretending
428,1104.535,1102.402,to be someone you're not.,26,20,to be someone youre not
429,1105.703,1104.537,I see.,26,20,i see
430,1107.038,1105.705,"I've got to make
a grand gesture.",26,20,ive got to make a grand gesture
431,1109.373,1107.04,"And her flight boards
in 38 minutes.",26,20,and her flight boards in 38 minutes
432,1111.776,1109.375,And KLM is never late!,26,20,and klm is never late
433,1114.212,1112.911,(frustrated grunt),26,20,frustrated grunt
434,1115.913,1114.214,He didn't get a single word.,26,20,he didnt get a single word
435,1118.049,1115.915,"You got the point,
didn't you, son?",26,20,you got the point didnt you son
436,1120.551,1118.051,"Um, you used to work
with turtles?",26,20,um you used to work with turtles
437,1122.587,1120.553,"Yeah, that's
pretty much it.",26,20,yeah thats pretty much it
438,1125.389,1122.589,"I used to work
with turtles.",26,20,i used to work with turtles
439,1127.625,1125.391,âª,26,20,
440,1147.478,1145.911,(buzzes),26,20,buzzes
441,1155.62,1154.086,Annika! Wait!,26,20,annika wait
442,1157.588,1155.622,"Before you leave--
I couldn't live with myself",26,20,before you leave i couldnt live with myself
443,1159.924,1157.59,"if I didn't at least try
to tell you how I feel.",26,20,if i didnt at least try to tell you how i feel
444,1161.259,1159.926,A grand gesture.,26,20,a grand gesture
445,1162.426,1161.261,How American.,26,20,how american
446,1164.295,1162.428,I don't actually like you.,26,20,i dont actually like you
447,1166.264,1164.297,"You're only pleasant
when you want something.",26,20,youre only pleasant when you want something
448,1167.765,1166.266,"You've been in this country
three weeks",26,20,youve been in this country three weeks
449,1168.933,1167.767,and you hated everything.,26,20,and you hated everything
450,1169.767,1168.935,That's not true.,26,20,thats not true
451,1171.102,1169.769,"I liked that
there were",26,20,i liked that there were
452,1172.436,1171.104,"new things here
to complain about.",26,20,new things here to complain about
453,1174.438,1172.438,"Well, I'm really
relieved you're leaving.",26,20,well im really relieved youre leaving
454,1177.441,1174.44,"And take these poison
pen lights with you!",26,20,and take these poison pen lights with you
455,1180.111,1177.443,"(shrieking, clamoring)",26,20,shrieking clamoring
456,1182.28,1180.113,"Oh, thank God!",26,20,oh thank god
457,1184.682,1182.282,"I'm so tired
of breathing clean air!",26,20,im so tired of breathing clean air
458,1188.119,1186.818,(speaks Dutch),26,20,speaks dutch
459,1189.987,1188.121,"Rejected by
a friend of Milhouse.",26,20,rejected by a friend of milhouse
460,1193.124,1189.989,"I will change into
the striped leggings of shame.",26,20,i will change into the striped leggings of shame
461,1195.193,1193.126,(speaking Dutch),26,20,speaking dutch
462,1202.133,1199.798,"If it's the blue hair and
the schnozz you're digging,",26,20,if its the blue hair and the schnozz youre digging
463,1204.135,1202.135,"I've got plenty
more cousins.",26,20,ive got plenty more cousins
464,1205.803,1204.137,"Thanks, Milhouse.",26,20,thanks milhouse
465,1208.472,1205.805,"I think I'm gonna steer clear
of Van Houtens for a while.",26,20,i think im gonna steer clear of van houtens for a while
466,1209.974,1208.474,More for me.,26,20,more for me
467,1212.543,1209.976,"Marrying a cousin worked
out great for my parents.",26,20,marrying a cousin worked out great for my parents
468,1215.246,1213.478,Storm's a-comin'.,26,20,storms acomin
469,1221.485,1219.318,"Homer, it's time for us to go.
We've got an air show in Reno,",26,20,homer its time for us to go weve got an air show in reno
470,1223.154,1221.487,where the silver-haired foxes,26,20,where the silverhaired foxes
471,1225.656,1223.156,"are as common as Frisbees
on the Jersey shore.",26,20,are as common as frisbees on the jersey shore
472,1226.824,1225.658,"Come on, Dad.",26,20,come on dad
473,1228.492,1226.826,"In honor of that
record you broke,",26,20,in honor of that record you broke
474,1231.996,1228.494,"I'm gonna cook you the
thickest steak of your life.",26,20,im gonna cook you the thickest steak of your life
475,1233.364,1231.998,"Thank you, son.",26,20,thank you son
476,1236.5,1233.366,"But the days when I can
eat a steak are long gone.",26,20,but the days when i can eat a steak are long gone
477,1238.169,1236.502,I wouldn't be so sure.,26,20,i wouldnt be so sure
478,1239.403,1238.171,(laughs),26,20,laughs
479,1250.081,1247.346,No. Still too tough.,26,20,no still too tough
480,1258.522,1255.187,"Aw, that's the best
steak I ever breathed.",26,20,aw thats the best steak i ever breathed
481,1260.391,1258.524,I'm full.,26,20,im full
482,1262.36,1260.393,(Annika speaking Dutch),26,20,annika speaking dutch
483,1265.596,1262.362,"Captioned by
<font color=""#00ffff"">Media Access Group at WGBH</font>",26,20,captioned by font color00ffffmedia access group at wgbhfont
484,1307.972,1305.737,Shh!,26,20,shh
485,1314.606,1308.305,"Support us and become VIP member
to remove all ads from www.OpenSubtitles.org",26,20,support us and become vip member to remove all ads from wwwopensubtitlesorg
0,12.074,6.0,"Stop terrorism! Boycott the source.
Join HumanGuardians.com. Itâs free.",26,22,stop terrorism boycott the source join humanguardianscom its free
1,20.426,16.426,"<font color=""#00FF00"">âª The Simpsons 26x22 âª</font>
<font color=""#00FFFF"">Mathlete's Feat</font>
Original Air Date on May 17, 2015",26,22,font color00ff00 the simpsons 26x22 font font color00ffffmathletes featfont original air date on may 17 2015
2,21.787,20.587,(grunts),26,22,grunts
3,26.258,23.757,D'oh!,26,22,doh
4,27.926,26.293,(grunts),26,22,grunts
5,30.841,28.962,(all scream),26,22,all scream
6,32.179,30.866,"Oh, my God, Morty,
what did you do?",26,22,oh my god morty what did you do
7,33.852,32.204,"You killed the Simpsons, Morty!
Oh, my God, no!",26,22,you killed the simpsons morty oh my god no
8,36.401,33.877,"No, I-I-I-I didn't mean to! This is
horrible! I killed the Simpsons!",26,22,no iiii didnt mean to this is horrible i killed the simpsons
9,39.564,36.437,"Oh, no, no! God, look at the baby one!
Oh, my God, Morty!",26,22,oh no no god look at the baby one oh my god morty
10,41.088,39.589,"You killed the entire
Simpsons, Morty!",26,22,you killed the entire simpsons morty
11,43.38,41.113,"They're a beloved
(belches) family, Morty!",26,22,theyre a beloved belches family morty
12,45.306,43.405,"They're-they're-they're-they're
a national treasure.",26,22,theyretheyretheyretheyre a national treasure
13,46.851,45.331,"And you killed them.
I-I-I-I'm just a kid!",26,22,and you killed them iiiim just a kid
14,48.077,46.876,"I'm just a kid!
I don't want to go to jail!",26,22,im just a kid i dont want to go to jail
15,50.515,48.102,"Relax, Morty, calm down.
We'll take care of it.",26,22,relax morty calm down well take care of it
16,53.078,50.54,"Okay, I want you to take
that vial of Simpsons' goo",26,22,okay i want you to take that vial of simpsons goo
17,54.872,53.103,and this picture to this address.,26,22,and this picture to this address
18,56.787,54.897,"They'll make us new Simpsons...
you understand me, Morty?",26,22,theyll make us new simpsons you understand me morty
19,58.54,56.812,Me?! W-W-What are you gonna do?,26,22,me wwwhat are you gonna do
20,61.335,58.565,"Morty, I got to clean this place up before
somebody comes snooping around.",26,22,morty i got to clean this place up before somebody comes snooping around
21,63.587,61.36,"You know how many characters there
are in<i> The Simpsons,</i> Morty?",26,22,you know how many characters there are ini the simpsonsi morty
22,65.774,63.612,"There's, like, a billion
(belches) chara... characters.",26,22,theres like a billion belches chara characters
23,68.323,65.799,"They did an episode where
George Bush was their neighbor.",26,22,they did an episode where george bush was their neighbor
24,70.348,68.348,"All right, can't
argue with that.",26,22,all right cant argue with that
25,79.678,77.678,(spits),26,22,spits
26,86.918,84.918,(speaking in native tongue),26,22,speaking in native tongue
27,115.389,113.599,"Hi-diddly-ho, neighbor!",26,22,hididdlyho neighbor
28,117.445,115.414,"Looks like you got
a spaceship in your...",26,22,looks like you got a spaceship in your
29,119.904,117.47,Who are you?,26,22,who are you
30,129.118,127.005,"Rick, I'm back!
Wake up! Wake up!",26,22,rick im back wake up wake up
31,132.372,129.143,"Geez, it's about time, Morty.
Give me those.",26,22,geez its about time morty give me those
32,141.406,135.522,"(grunting, moaning)",26,22,grunting moaning
33,143.984,141.431,"Huh, wow. Hey, Morty, a little tip.
(belches)",26,22,huh wow hey morty a little tip belches
34,147.061,144.009,"Don't clean DNA vials
with your spit!",26,22,dont clean dna vials with your spit
35,149.353,147.086,"Let's go.
I'm driving this time.",26,22,lets go im driving this time
36,150.778,149.393,(Marge grumbles),26,22,marge grumbles
37,154.297,150.803,"Aw, no more guest
animators, man!",26,22,aw no more guest animators man
38,160.562,154.322,"== sync, corrected by <font color=""#00FF00"">elderman</font> ==
<font color=""#00FFFF"">@elder_man</font>
WEB-DL sync by jasonnguyen2606",26,22, sync corrected by font color00ff00eldermanfont font color00ffffeldermanfont webdl sync by jasonnguyen2606
39,167.46,162.663,"Okay, children. I think it's safe
now to put on your math T-shirts.",26,22,okay children i think its safe now to put on your math tshirts
40,171.202,169.569,Wait here.,26,22,wait here
41,172.503,171.237,"(grunts)
Nerd!",26,22,grunts nerd
42,175.006,172.539,"Model U.N.,
and step on it!",26,22,model un and step on it
43,177.35,175.041,Ha-ha!,26,22,haha
44,180.555,177.375,(laughing),26,22,laughing
45,182.313,180.58,Very good.,26,22,very good
46,185.116,182.348,That is really... Oh!,26,22,that is really oh
47,187.521,185.141,Dog in box.,26,22,dog in box
48,189.913,187.546,Genius.,26,22,genius
49,196.394,193.56,"All right, let's meet our two
teams of Mathletes, shall we?",26,22,all right lets meet our two teams of mathletes shall we
50,199.864,196.429,"First, the Springfield
Elementary Action Fractions!",26,22,first the springfield elementary action fractions
51,201.399,199.899,They rhyme and they...,26,22,they rhyme and they
52,202.567,201.434,(groans),26,22,groans
53,207.205,202.602,"And, uh, from the right side of the
tracks, the Waverly Hills Elementary",26,22,and uh from the right side of the tracks the waverly hills elementary
54,209.276,207.24,"No Equals.
They're spoiled and rich.",26,22,no equals theyre spoiled and rich
55,212.769,209.301,"Yo! What did the right angle
say to the wider angle?",26,22,yo what did the right angle say to the wider angle
56,215.428,212.794,"Well, not knowing these fellows,
I-I couldn't say.",26,22,well not knowing these fellows ii couldnt say
57,216.876,215.453,You're obtuse!,26,22,youre obtuse
58,218.182,216.901,(all laughing),26,22,all laughing
59,219.917,218.218,(groans),26,22,groans
60,225.101,219.953,"Now, let's welcome our celebrity guests,
former winners of this very contest",26,22,now lets welcome our celebrity guests former winners of this very contest
61,227.534,225.126,"and current high-flying...
yes, you heard me...",26,22,and current highflying yes you heard me
62,230.862,227.559,"I said high-flying, high flying...
tech entrepreneurs!",26,22,i said highflying high flying tech entrepreneurs
63,234.565,230.897,"Gary, Doug and Benjamin,
who invented Whereditgo.",26,22,gary doug and benjamin who invented whereditgo
64,237.718,234.601,"That's an app that finds
the other apps on your phone.",26,22,thats an app that finds the other apps on your phone
65,241.105,237.743,"Enables you to glayvin with
your friends' mobile hoyvin.",26,22,enables you to glayvin with your friends mobile hoyvin
66,245.243,241.141,"One year ago, we were dateless nerds
living in our mothers' basements.",26,22,one year ago we were dateless nerds living in our mothers basements
67,248.946,245.278,"Now the basement we live in
is in a giant mansion.",26,22,now the basement we live in is in a giant mansion
68,250.448,248.971,"Yeah!
Yeah!",26,22,yeah yeah
69,252.85,250.483,"And we own some kind
of sports team.",26,22,and we own some kind of sports team
70,254.113,252.886,(laughs),26,22,laughs
71,255.4,254.138,"All right, calm down,
just calm down.",26,22,all right calm down just calm down
72,260.291,255.425,"Now, here to support these fine student
scholars is the man who loves math...",26,22,now here to support these fine student scholars is the man who loves math
73,262.527,260.326,"Math?!
I thought you said ""meth""!",26,22,math i thought you said meth
74,265.038,262.562,Drug reference!,26,22,drug reference
75,267.986,266.053,"Uh, seriously,
what am I here for?",26,22,uh seriously what am i here for
76,269.153,268.011,Nobody told you?,26,22,nobody told you
77,271.716,269.178,"They send a limo, I get in.
It takes me somewhere.",26,22,they send a limo i get in it takes me somewhere
78,274.205,271.741,"Then I watch the news later
to see what I did.",26,22,then i watch the news later to see what i did
79,276.674,274.24,(crowd cheers and applauds),26,22,crowd cheers and applauds
80,277.742,276.709,What a nightmare.,26,22,what a nightmare
81,279.41,277.777,"That's fair enough.
Boo-hayvin!",26,22,thats fair enough boohayvin
82,283.381,279.445,"The teams have created introductory
videos about themselves.",26,22,the teams have created introductory videos about themselves
83,286.617,283.416,"Let's watch them,
shall we, with our eyes?",26,22,lets watch them shall we with our eyes
84,291.225,288.688,"NARRATOR: <i>Springfield Elementary
was originally designed</i>",26,22,narrator ispringfield elementary was originally designedi
85,293.891,291.25,<i>as a storage facility for salt pork.</i>,26,22,ias a storage facility for salt porki
86,295.893,293.927,"<i>At some later point,</i>
<i>it was turned into a school.</i>",26,22,iat some later pointi iit was turned into a schooli
87,297.261,295.929,"CHALMERS:
<i>Chalmskinn.</i>",26,22,chalmers ichalmskinni
88,299.992,297.317,"On hot days, pork grease
still comes out of the walls.",26,22,on hot days pork grease still comes out of the walls
89,301.599,300.017,"Oh, quit your whining.",26,22,oh quit your whining
90,303.685,301.624,"FRINK:
And now, Waverly Hills.",26,22,frink and now waverly hills
91,306.771,303.71,"Hi, I'm movie genius
Michael Bay.",26,22,hi im movie genius michael bay
92,308.058,306.806,"I used to be all like, ""Math?",26,22,i used to be all like math
93,309.685,308.083,"Who needs that noise,
am I right?""",26,22,who needs that noise am i right
94,311.476,309.71,But I wasn't right.,26,22,but i wasnt right
95,314.868,311.644,"The Waverly Hills math team
made me realize",26,22,the waverly hills math team made me realize
96,318.916,314.893,"that quadratic equations are
hotter than a million Megan Foxes.",26,22,that quadratic equations are hotter than a million megan foxes
97,321.352,318.952,Math on!,26,22,math on
98,328.515,325.725,"Yo, Waverly Hills!
You guys rock!",26,22,yo waverly hills you guys rock
99,329.993,328.54,Like my friend The Rock!,26,22,like my friend the rock
100,332.531,330.018,"I know his real first name!
It's Dwayne!",26,22,i know his real first name its dwayne
101,334.966,332.565,I win Hollywood!,26,22,i win hollywood
102,341.8,339.539,"Celebrate now,
you stuck-up snobs.",26,22,celebrate now you stuckup snobs
103,343.151,341.825,(cheering),26,22,cheering
104,346.377,343.176,"But our plucky little school is
going to surprise you.",26,22,but our plucky little school is going to surprise you
105,348.813,346.412,We will surprise you all!,26,22,we will surprise you all
106,352.316,348.848,"(cheering) Well, Lisa, we
didn't score a single point.",26,22,cheering well lisa we didnt score a single point
107,353.938,352.352,That was surprising.,26,22,that was surprising
108,356.554,355.021,(crying),26,22,crying
109,359.724,356.589,"Oh, you'll get them
next time, honey.",26,22,oh youll get them next time honey
110,362.38,359.759,"No! No, we won't!",26,22,no no we wont
111,364.629,362.405,That school is so rich!,26,22,that school is so rich
112,368.582,364.664,Every kid has a laptop!,26,22,every kid has a laptop
113,373.953,368.607,"Her crying is sadder than a child
actor ""Where are they now?"" story.",26,22,her crying is sadder than a child actor where are they now story
114,376.045,373.978,"LISA:
It's true.",26,22,lisa its true
115,380.421,376.763,"As graduates of Springfield
Elementary, we want to give back.",26,22,as graduates of springfield elementary we want to give back
116,382.966,380.446,"We're going to buy every
student a tablet computer",26,22,were going to buy every student a tablet computer
117,387.084,382.991,"and upgrade your entire school
with the latest cloud-based technology.",26,22,and upgrade your entire school with the latest cloudbased technology
118,389.387,387.12,"Here's a check.
Take this check.",26,22,heres a check take this check
119,391.212,389.422,"NARRATOR:
<i>The first black president...</i>",26,22,narrator ithe first black presidenti
120,394.321,391.237,"<i>is decades away
from being a reality.</i>",26,22,iis decades away from being a realityi
121,397.465,395.191,"Come back
with my fall semester!",26,22,come back with my fall semester
122,401.018,397.49,"We don't need filmstrips like
<i> Life in These</i> <i>48 States</i> anymore,",26,22,we dont need filmstrips like i life in thesei i48 statesi anymore
123,403.471,401.043,"because our school is
going all digital!",26,22,because our school is going all digital
124,404.311,403.496,(grunts),26,22,grunts
125,405.609,404.336,"GROUNDSKEEPER WILLIE:
Ow, damn it!",26,22,groundskeeper willie ow damn it
126,407.505,405.634,"The teachers union
won't stand for this.",26,22,the teachers union wont stand for this
127,408.838,407.53,"It means less
work for you.",26,22,it means less work for you
128,411.119,408.863,"I didn't know it was
possible to do less work.",26,22,i didnt know it was possible to do less work
129,414.445,411.144,How intriguing.,26,22,how intriguing
130,417.682,414.48,"âª He said I've been
to the year 3000 âª",26,22, he said ive been to the year 3000 
131,419.684,417.717,"âª Not much has changed âª
âª Not much has changed âª",26,22, not much has changed not much has changed 
132,423.554,419.719,"âª But they lived underwater âª
âª Underwater âª",26,22, but they lived underwater underwater 
133,427.558,423.589,"âª And your great-great-great
granddaughter âª",26,22, and your greatgreatgreat granddaughter 
134,429.06,427.593,âª Is pretty fine âª,26,22, is pretty fine 
135,432.897,429.095,"âª Is pretty
fine âª",26,22, is pretty fine 
136,434.966,432.932,"âª I took a trip
to the year 3000 âª",26,22, i took a trip to the year 3000 
137,436.934,435.001,"âª This song had gone
multiplatinum âª",26,22, this song had gone multiplatinum 
138,439.737,436.97,"âª Everybody bought
our seventh album... âª",26,22, everybody bought our seventh album 
139,441.806,439.772,"And if we're ever invaded,
just click this.",26,22,and if were ever invaded just click this
140,444.375,441.841,"âª I took a trip
to the year 3000 âª",26,22, i took a trip to the year 3000 
141,446.444,444.41,"âª This song had gone
multiplatinum âª",26,22, this song had gone multiplatinum 
142,449.28,446.479,"âª Everybody bought
our seventh album. âª",26,22, everybody bought our seventh album 
143,453.517,449.315,"Oh, it's wonderful. We can finally
afford attractive teachers.",26,22,oh its wonderful we can finally afford attractive teachers
144,457.455,453.553,"(groans) I was the only one here
who understood osmosis.",26,22,groans i was the only one here who understood osmosis
145,459.857,457.49,"Spare me, ug-o.",26,22,spare me ugo
146,461.425,459.892,(groans),26,22,groans
147,463.335,461.461,"Willie, since all our
books have been digitized,",26,22,willie since all our books have been digitized
148,465.73,463.36,"we have no need for the
paper versions... burn these.",26,22,we have no need for the paper versions burn these
149,467.908,465.765,"Wouldn't it be easier
just to toss them out?",26,22,wouldnt it be easier just to toss them out
150,472.361,467.933,"Nonsense! We now have this
state-of-the-art digital book burner. Hmm.",26,22,nonsense we now have this stateoftheart digital book burner hmm
151,477.031,474.548,(laughs) Listen to her hum.,26,22,laughs listen to her hum
152,478.749,477.056,What's that?!,26,22,whats that
153,481.078,478.774,"We didn't want to leave you
out of the digital revolution.",26,22,we didnt want to leave you out of the digital revolution
154,482.838,481.103,"Willie, meet your
new supervisor.",26,22,willie meet your new supervisor
155,485.783,482.863,"Aw, I have to take orders
from a machine?",26,22,aw i have to take orders from a machine
156,488.652,485.818,"Oh, it can't speak.
But should it ever learn, yes.",26,22,oh it cant speak but should it ever learn yes
157,491.989,488.688,"(""Star Spangled Banner"" playing)",26,22,star spangled banner playing
158,497.03,495.361,"(groans) Will there
ever be a technology",26,22,groans will there ever be a technology
159,501.365,497.055,"that teaches stupid children
how to ding a dang triangle?!",26,22,that teaches stupid children how to ding a dang triangle
160,504.668,501.401,"This school has spent the last
50 years mired in the 1960s.",26,22,this school has spent the last 50 years mired in the 1960s
161,507.972,504.704,"Let us spend the next 50
mired in now!",26,22,let us spend the next 50 mired in now
162,514.145,512.011,"(singsongy):
Bo-Ron!",26,22,singsongy boron
163,519.124,515.081,"And with this ring, we unite
these ancient warring clans,",26,22,and with this ring we unite these ancient warring clans
164,521.869,519.149,"who frolic unclothed,
even in winter,",26,22,who frolic unclothed even in winter
165,524.71,521.894,and bring peace to Decapita!,26,22,and bring peace to decapita
166,528.859,526.492,(screams),26,22,screams
167,531.495,529.729,Pay cable is awesome!,26,22,pay cable is awesome
168,533.864,531.531,"Who knew they had nipples
in castle times?",26,22,who knew they had nipples in castle times
169,535.966,533.9,"You're not supposed to be able
to get outside our network!",26,22,youre not supposed to be able to get outside our network
170,538.492,536.002,"You shouldn't have made
your password ""password.""",26,22,you shouldnt have made your password password
171,540.213,538.517,"Well, it was the name of
the street I grew up on.",26,22,well it was the name of the street i grew up on
172,541.571,540.238,Password Drive!,26,22,password drive
173,544.842,543.242,(crackling and buzzing),26,22,crackling and buzzing
174,550.915,547.613,"Seymour, you plugged the servers in
with surge protectors, didn't you?",26,22,seymour you plugged the servers in with surge protectors didnt you
175,552.485,550.95,"Oh, yes, power strips.",26,22,oh yes power strips
176,555.986,552.51,"You fool. Surge protectors
are always power strips.",26,22,you fool surge protectors are always power strips
177,557.388,556.022,But not vice versa!,26,22,but not vice versa
178,565.896,564.524,Was that us?,26,22,was that us
179,567.153,565.921,"No, sir.",26,22,no sir
180,569.804,567.178,"(chuckles)
I like it when it's not us.",26,22,chuckles i like it when its not us
181,577.65,575.984,(clock ticking),26,22,clock ticking
182,590.134,587.732,"Let's see.
Roman numerals.",26,22,lets see roman numerals
183,591.458,590.159,Photosynthesis.,26,22,photosynthesis
184,593.516,591.483,"Uh, Robert E. Lee.",26,22,uh robert e lee
185,595.434,593.541,"Miss Hoover, are you teaching",26,22,miss hoover are you teaching
186,598.294,595.459,"or are you just saying anything
that comes into your head?",26,22,or are you just saying anything that comes into your head
187,600.687,598.319,"Miss Hoover, please report
to the main office.",26,22,miss hoover please report to the main office
188,602.879,600.712,You just did that in your hand!,26,22,you just did that in your hand
189,604.738,602.904,"Ralph Wiggum,
put your head down.",26,22,ralph wiggum put your head down
190,606.698,604.763,You're the mouth-hand!,26,22,youre the mouthhand
191,610.604,606.723,"All right, class. We don't have computers
and we don't have keyboards.",26,22,all right class we dont have computers and we dont have keyboards
192,614.317,610.629,"But that doesn't mean
we can't practice our typing.",26,22,but that doesnt mean we cant practice our typing
193,619.197,614.342,"Now, put your index fingers
on marshmallows F and J, and...",26,22,now put your index fingers on marshmallows f and j and
194,621.694,619.222,"tap-tap-tap.
Tap-tap-tap.",26,22,taptaptap taptaptap
195,624.227,621.719,"Tap-tap...
Nelson, stop that!",26,22,taptap nelson stop that
196,627.633,624.252,"This is my dinner.
I'm eating steak.",26,22,this is my dinner im eating steak
197,629.757,627.658,Mmm! Mmm!,26,22,mmm mmm
198,631.382,629.782,Needs sauce.,26,22,needs sauce
199,639.69,635.121,"Great news, children. I found an
educational movie I can play on my phone.",26,22,great news children i found an educational movie i can play on my phone
200,641.998,639.715,"Crowd in...
it's kind of a little phone.",26,22,crowd in its kind of a little phone
201,645.998,642.023,"NARRATOR: <i>Mathematics! Agriculture!
 Are there two more exciting words?</i>",26,22,narrator imathematics agriculture are there two more exciting wordsi
202,649.592,646.023,"<i>Since the time of the Romans,
they used scythes to kill each other.</i>",26,22,isince the time of the romans they used scythes to kill each otheri
203,652.585,649.617,"<i>The ancient farmer needed tools
to measure his land.</i>",26,22,ithe ancient farmer needed tools to measure his landi
204,654.991,652.61,Ten stick knots right.,26,22,ten stick knots right
205,656.697,655.016,Five left.,26,22,five left
206,657.773,656.722,Hmm.,26,22,hmm
207,659.564,657.798,(humming a tune),26,22,humming a tune
208,660.756,659.589,(groans),26,22,groans
209,663.965,660.781,"Oh, come to mock
ol' Willie, have you?",26,22,oh come to mock ol willie have you
210,668.085,663.99,"""Ooh, Willie has to work
in the hot sun all day.",26,22,ooh willie has to work in the hot sun all day
211,671.677,668.11,"Willie's best friend is
a stick and a string.""",26,22,willies best friend is a stick and a string
212,673.235,671.702,I'm not here to mock you.,26,22,im not here to mock you
213,677.86,673.26,"""Ooh, Willie doesn't know
when someone's being sincere!""",26,22,ooh willie doesnt know when someones being sincere
214,679.287,677.885,I'm just here to hang out.,26,22,im just here to hang out
215,680.927,679.312,"What's that device
you're using?",26,22,whats that device youre using
216,683.153,680.952,"My rummlie scob.
Nothing exciting.",26,22,my rummlie scob nothing exciting
217,686.62,683.178,"Just a measuring stick dating
back to the ancient druids.",26,22,just a measuring stick dating back to the ancient druids
218,689.433,686.645,"Oh! Could you tell me
how it works?",26,22,oh could you tell me how it works
219,692.526,689.458,"Each knot marks the length
of a sheep's bladder.",26,22,each knot marks the length of a sheeps bladder
220,697.033,692.568,"The play field is 75
stomachs by 52 kidneys.",26,22,the play field is 75 stomachs by 52 kidneys
221,700.333,697.058,That's 163 square haggises.,26,22,thats 163 square haggises
222,704.346,700.358,"Move over, metric system! I'm
learning the gastric system!",26,22,move over metric system im learning the gastric system
223,705.633,704.371,Clever.,26,22,clever
224,710.226,705.658,"Uh, good news, sir, I have assembled a
page on ""the piglims"" at ""Rhymouth Pock.""",26,22,uh good news sir i have assembled a page on the piglims at rhymouth pock
225,712.132,710.251,"Yes, well, that's
the best we can hope for.",26,22,yes well thats the best we can hope for
226,714.554,712.157,"Uh, apply
the transparent tape.",26,22,uh apply the transparent tape
227,718.016,714.579,Principal Skin-ner!,26,22,principal skinner
228,721.278,718.041,"Willie has showed me
that losing our technology",26,22,willie has showed me that losing our technology
229,723.531,721.303,"doesn't have to be
the end of our learning.",26,22,doesnt have to be the end of our learning
230,725.699,723.556,"We can turn our school
into a Waldorf school.",26,22,we can turn our school into a waldorf school
231,727.711,725.734,You mean like the hotel?,26,22,you mean like the hotel
232,731.22,727.736,"Nope! In elementary school,
Waldorf education focuses",26,22,nope in elementary school waldorf education focuses
233,733.44,731.245,"on hands-on activity
and creative play.",26,22,on handson activity and creative play
234,735.698,733.475,In secondary education...,26,22,in secondary education
235,737.354,735.723,"Ah, not our problem.",26,22,ah not our problem
236,739.712,737.379,"After sixth grade, it's
good-bye and good luck.",26,22,after sixth grade its goodbye and good luck
237,741.462,739.748,"(both chuckling)
Yes, yes, it is.",26,22,both chuckling yes yes it is
